HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.candidates,Input.content,Answer.QuestionSentencesBox,Answer.QuestionTextBox,Approve,Reject
3HEM8MA6H9C2EYIIFMLJIXT6728QP8,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:44 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:44 PST 2016,,,36W0OB37HWEM2TJF981SO1Z1Z94HZE,A2HTN7HCNBQ8V4,Approved,Tue Mar 01 15:55:05 PST 2016,Tue Mar 01 15:55:43 PST 2016,Wed Mar 02 15:55:43 PST 2016,Wed Mar 02 08:21:54 PST 2016,,,38,100% (45/45),100% (45/45),100% (45/45),Anatomy-Research_and_practice,1,"Category: Science<br/>Title: Anatomy<br/>Section: Research and practice<br/><br/>1. <strike>Human anatomy.Research and practice.Human anatomy, including gross human anatomy and histology, is primarily the scientific study of the morphology of the adult human body.</strike><br/>2. It differs from physiology in that anatomy is about the morphology of biological structures, while physiology is the way those structures actually work.Generally, students of certain biological sciences, paramedics, prosthetists and orthotists, physiotherapists, occupational therapists, nurses, and medical students learn gross anatomy and microscopic anatomy from anatomical models, skeletons, textbooks, diagrams, photographs, lectures and tutorials, and in addition, medical students generally also learn gross anatomy through practical experience of dissection and inspection of cadavers.<br/>3. The study of microscopic anatomy (or histology) can be aided by practical experience examining histological preparations (or slides) under a microscope.Human anatomy, physiology and biochemistry are complementary basic medical sciences, which are generally taught to medical students in their first year at medical school.<br/>4. Human anatomy can be taught regionally or systemically; that is, respectively, studying anatomy by bodily regions such as the head and chest, or studying by specific systems, such as the nervous or respiratory systems.<br/>5. The major anatomy textbook, Gray's Anatomy, has been reorganized from a systems format to a regional format, in line with modern teaching methods.<br/>6. A thorough working knowledge of anatomy is required by physicians, especially surgeons and doctors working in some diagnostic specialties, such as histopathology and radiology.Academic human anatomists are usually employed by universities, medical schools or teaching hospitals.<br/>7. They are often involved in teaching anatomy, and research into certain systems, organs, tissues or cells.<br/>",2,How is anatomy different from physiology?,,
3P6ENY9P79WXKJWBJ1850M0TU1IHIS,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:44 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:44 PST 2016,,,3IXQG4FA2TYX5PYG5IXXP2UAPT5B97,A2ZOZP0FEQ420,Approved,Tue Mar 01 15:23:12 PST 2016,Tue Mar 01 15:23:55 PST 2016,Wed Mar 02 15:23:55 PST 2016,Wed Mar 02 08:21:54 PST 2016,,,43,100% (14/14),100% (14/14),100% (14/14),Astrology-Scientific_analysis_and_criticism,"6, 7","Category: Science<br/>Title: Astrology<br/>Section: Scientific analysis and criticism<br/><br/>1. Astrology has been rejected by the scientific community as having no explanatory power for describing the universe.<br/>2. Scientific testing of astrology has been conducted, and no evidence has been found to support any of the premises or purported effects outlined in astrological traditions.<br/>3. There is no proposed mechanism of action by which the positions and motions of stars and planets could affect people and events on Earth that does not contradict well understood, basic aspects of biology and physics.The majority of professional astrologers rely on performing astrology-based personality tests and making relevant predictions about the remunerator's future.<br/>4. Those who continue to have faith in astrology have been characterized as doing so ""in spite of the fact that there is no verified scientific basis for their beliefs, and indeed that there is strong evidence to the contrary"".It has also been shown that confirmation bias is a psychological factor that contributes to belief in astrology.<br/>5. Confirmation bias is a form of cognitive bias.<br/>6. <strike>From the literature, Astrology believers often tend to selectively remember those predictions which have turned out to be true, and do not remember those predictions which happen to be false.</strike><br/>7. <strike>Another, separate, form of confirmation bias also plays a role, where believers often fail to distinguish between messages that demonstrate special ability and those which do not.</strike><br/>8. Thus there are two distinct forms of confirmation bias that are under study with respect to astrological belief.<br/>",1,Who has astrology been rejected by?,,
3K2CEDRACB19LBDX4ANM6YAYM4XMTN,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:44 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:44 PST 2016,,,3EO896NRAWVM7N56RGFVEQEZR5CJTV,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:43:29 PST 2016,Tue Mar 01 14:56:41 PST 2016,Wed Mar 02 14:56:41 PST 2016,Wed Mar 02 08:21:54 PST 2016,,,792,100% (174/174),100% (174/174),100% (174/174),Solar_System-Heliopause,3,"Category: Science<br/>Title: Solar System<br/>Section: Heliopause<br/><br/>1. The heliosphere is divided into two separate regions.<br/>2. The solar wind travels at roughly 400 km/s until it collides with the interstellar wind; the flow of plasma in the interstellar medium.<br/>3. <strike>The collision occurs at the termination shock, which is roughly 80–100 AU from the Sun upwind of the interstellar medium and roughly 200 AU from the Sun downwind.</strike><br/>4. Here the wind slows dramatically, condenses, and becomes more turbulent, forming a great oval structure known as the heliosheath.<br/>5. This structure is believed to look and behave very much like a comet's tail, extending outward for a further 40 AU on the upwind side but tailing many times that distance downwind; evidence from the Cassini and Interstellar Boundary Explorer spacecraft has suggested that it is forced into a bubble shape by the constraining action of the interstellar magnetic field.<br/>6. The outer boundary of the heliosphere, the heliopause, is the point at which the solar wind finally terminates and is the beginning of interstellar space.<br/>7. Both ""Voyager 1"" and ""Voyager 2"" are reported to have passed the termination shock and entered the heliosheath, at 94 and 84 AU from the Sun, respectively.<br/>8. ""Voyager 1"" is also reported to have reached the heliopause.The shape and form of the outer edge of the heliosphere is likely affected by the fluid dynamics of interactions with the interstellar medium as well as solar magnetic fields prevailing to the south, e.g.<br/>9. it is bluntly shaped with the northern hemisphere extending 9 AU farther than the southern hemisphere.<br/>10. Beyond the heliopause, at around 230 AU, lies the bow shock, a plasma ""wake"" left by the Sun as it travels through the Milky Way.Due to a lack of data, the conditions in local interstellar space are not known for certain.<br/>11. It is expected that NASA's Voyager spacecraft, as they pass the heliopause, will transmit valuable data on radiation levels and solar wind back to Earth.<br/>12. How well the heliosphere shields the Solar System from cosmic rays is poorly understood.<br/>13. A NASA-funded team has developed a concept of a ""Vision Mission"" dedicated to sending a probe to the heliosphere.<br/>",1,How many regions is the heliosphere divided in,,
3UAU495MIISCLRDYHVS93YL50IJUO1,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:44 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:44 PST 2016,,,3DH6GAKTYYP8OO94J85GA1U4P5HYZU,A2HTN7HCNBQ8V4,Approved,Tue Mar 01 16:01:34 PST 2016,Tue Mar 01 16:02:25 PST 2016,Wed Mar 02 16:02:25 PST 2016,Wed Mar 02 08:21:54 PST 2016,,,51,100% (45/45),100% (45/45),100% (45/45),NASA-Medicine_in_space,2,"Category: Science<br/>Title: NASA<br/>Section: Medicine in space<br/><br/>1. Scientific research.Medicine in space.A variety of large-scale medical studies are being conducted in space by the National Space Biomedical Research Institute (NSBRI).<br/>2. <strike>Prominent among these is the Advanced Diagnostic Ultrasound in Microgravity Study, in which astronauts (including former ISS Commanders Leroy Chiao and Gennady Padalka) perform ultrasound scans under the guidance of remote experts to diagnose and potentially treat hundreds of medical conditions in space.</strike><br/>3. Usually there is no physician on board the International Space Station, and diagnosis of medical conditions is challenging.<br/>4. Astronauts are susceptible to a variety of health risks including decompression sickness, barotrauma, immunodeficiencies, loss of bone and muscle, orthostatic intolerance due to volume loss, sleep disturbances, and radiation injury.<br/>5. Ultrasound offers a unique opportunity to monitor these conditions in space.<br/>6. This study's techniques are now being applied to cover professional and Olympic sports injuries as well as ultrasound performed by non-expert operators in populations such as medical and high school students.<br/>7. It is anticipated that remote guided ultrasound will have application on Earth in emergency and rural care situations, where access to a trained physician is often rare.<br/>",1,Who conducts medical studies in space?,,
3RTFSSG7T86H7AZ6Z3RIT528QTOWLK,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:44 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:44 PST 2016,,,3SBEHTYCWN3MTYKUJ4HUA6RETSGYIY,A5EU1AQJNC7F2,Approved,Tue Mar 01 16:08:10 PST 2016,Tue Mar 01 16:08:25 PST 2016,Wed Mar 02 16:08:25 PST 2016,Wed Mar 02 08:21:55 PST 2016,,,15,100% (158/158),100% (112/112),100% (27/27),RNA-Regulatory_RNAs,7,"Category: Science<br/>Title: RNA<br/>Section: Regulatory RNAs<br/><br/>1. Several types of RNA can downregulate gene expression by being complementary to a part of an mRNA or a gene's DNA.<br/>2. MicroRNAs (miRNA; 21-22 nt) are found in eukaryotes and act through RNA interference (RNAi), where an effector complex of miRNA and enzymes can cleave complementary mRNA, block the mRNA from being translated, or accelerate its degradation.While small interfering RNAs (siRNA; 20-25 nt) are often produced by breakdown of viral RNA, there are also endogenous sources of siRNAs.<br/>3. siRNAs act through RNA interference in a fashion similar to miRNAs.<br/>4. Some miRNAs and siRNAs can cause genes they target to be methylated, thereby decreasing or increasing transcription of those genes.<br/>5. Animals have Piwi-interacting RNAs (piRNA; 29-30 nt) that are active in germline cells and are thought to be a defense against transposons and play a role in gametogenesis.Many prokaryotes have CRISPR RNAs, a regulatory system similar to RNA interference.<br/>6. Antisense RNAs are widespread; most downregulate a gene, but a few are activators of transcription.<br/>7. <strike>One way antisense RNA can act is by binding to an mRNA, forming double-stranded RNA that is enzymatically degraded.</strike><br/>8. There are many long noncoding RNAs that regulate genes in eukaryotes, one such RNA is Xist, which coats one X chromosome in female mammals and inactivates it.An mRNA may contain regulatory elements itself, such as riboswitches, in the 5' untranslated region or 3' untranslated region; these cis-regulatory elements regulate the activity of that mRNA.<br/>9. The untranslated regions can also contain elements that regulate other genes.<br/>",5,What kind of RNAs do animals have?,,
3VP28W7DUNKZ1DUFOF8RXWR6AZ6ZF8,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:44 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:44 PST 2016,,,3LOTDFNYA7ZYU2N43VTLMCT62SCWFU,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:33:58 PST 2016,Tue Mar 01 14:44:23 PST 2016,Wed Mar 02 14:44:23 PST 2016,Wed Mar 02 08:21:55 PST 2016,,,625,100% (174/174),100% (174/174),100% (174/174),Virus-Host_range,1,"Category: Science<br/>Title: Virus<br/>Section: Host range<br/><br/>1. <strike>Viruses are by far the most abundant biological entities on Earth and they outnumber all the others put together.</strike><br/>2. They infect all types of cellular life including animals, plants, bacteria and fungi.<br/>3. However, different types of viruses can infect only a limited range of hosts and many are species-specific.<br/>4. Some, such as smallpox virus for example, can infect only one species – in this case humans, and are said to have a narrow host range.<br/>5. Other viruses, such as rabies virus, can infect different species of mammals and are said to have a broad range.<br/>6. The viruses that infect plants are harmless to animals, and most viruses that infect other animals are harmless to humans.<br/>7. The host range of some bacteriophages is limited to a single strain of bacteria and they can be used to trace the source of outbreaks of infections by a method called phage typing.<br/>",2,Do they infect all types of cellular life?,,
3KI0JD2ZU1IKYAVY4RD4C6LU77R76M,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:44 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:44 PST 2016,,,3B1NLC6UGZWEOTMY2TL8C3LMAA8GPH,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:27:58 PST 2016,Tue Mar 01 14:38:27 PST 2016,Wed Mar 02 14:38:27 PST 2016,Wed Mar 02 08:21:55 PST 2016,,,629,100% (174/174),100% (174/174),100% (174/174),Bacteria-Bacteriophages,1,"Category: Science<br/>Title: Bacteria<br/>Section: Bacteriophages<br/><br/>1. <strike>Bacteriophages are viruses that infect bacteria.</strike><br/>2. Many types of bacteriophage exist, some simply infect and lyse their host bacteria, while others insert into the bacterial chromosome.<br/>3. A bacteriophage can contain genes that contribute to its host's phenotype: for example, in the evolution of and ""Clostridium botulinum"", the toxin genes in an integrated phage converted a harmless ancestral bacterium into a lethal pathogen.<br/>4. Bacteria resist phage infection through restriction modification systems that degrade foreign DNA, and a system that uses CRISPR sequences to retain fragments of the genomes of phage that the bacteria have come into contact with in the past, which allows them to block virus replication through a form of RNA interference.<br/>5. This CRISPR system provides bacteria with acquired immunity to infection.<br/>",2,Is there only one type of bacteriophage?,,
3K3IX1W4S6RARIB1QQOXSXE13KNPA1,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:44 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:44 PST 2016,,,3483FV8BEEJGZTWMOI1A4Z045MG62L,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:50:20 PST 2016,Tue Mar 01 15:02:11 PST 2016,Wed Mar 02 15:02:11 PST 2016,Wed Mar 02 08:21:55 PST 2016,,,711,100% (174/174),100% (174/174),100% (174/174),Yeast-Nonalcoholic_beverages,6,"Category: Science<br/>Title: Yeast<br/>Section: Nonalcoholic beverages<br/><br/>1. Root beer and other sweet carbonated beverages can be produced using the same methods as beer, except the fermentation is stopped sooner, producing carbon dioxide, but only trace amounts of alcohol, and a significant amount of sugar is left in the drink.<br/>2. ""Kvass"", a fermented drink made from rye, is popular in Eastern Europe; it has a recognizable, but low alcoholic content.<br/>3. Yeast in symbiosis with acetic acid bacteria is used in the preparation of ""kombucha"", a fermented sweetened tea.<br/>4. Species of yeasts found in the tea can vary, and may include: ""Brettanomyces bruxellensis"", ""Candida stellata"", ""Schizosaccharomyces pombe"", ""Torulaspora delbrueckii"" and ""Zygosaccharomyces bailii"".<br/>5. ""Kombucha"" is a popular beverage in Eastern Europe and some former Soviet republics under the name ""chajnyj grib"" (Чайный гриб), which means ""tea mushroom"".<br/>6. <strike>""Kefir"" and ""kumis"" are made by fermenting milk with yeast and bacteria.</strike><br/>",2,Is Kvass made from Rye?,,
3NSM4HLQNRUNEAJXFZ08I2JGCYUQQZ,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:44 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:44 PST 2016,,,3LYA37P8IQNHMLH79FOMFB8Q0M8KBZ,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:21:26 PST 2016,Tue Mar 01 14:29:04 PST 2016,Wed Mar 02 14:29:04 PST 2016,Wed Mar 02 08:21:55 PST 2016,,,458,100% (174/174),100% (174/174),100% (174/174),Microscope-Electron_microscopy,2,"Category: Science<br/>Title: Microscope<br/>Section: Electron microscopy<br/><br/>1. In the early 1900s a significant alternative to light microscopy was developed, using electrons rather than light to generate the image.<br/>2. <strike>Ernst Ruska started development of the first electron microscope in 1931 which was the transmission electron microscope (TEM).</strike><br/>3. The transmission electron microscope works on the same principle as an optical microscope but uses electrons in the place of light and electromagnets in the place of glass lenses.<br/>4. Use of electrons instead of light allows a much higher resolution.Development of the transmission electron microscope was quickly followed in 1935 by the development of the scanning electron microscope by Max Knoll.Electron microscopes quickly became popular following the Second World War.<br/>5. Ernst Ruska, working at Siemens developed the first commercial transmission electron microscope and major scientific conferences on electron microscopy started being held in the 1950s.<br/>6. In 1965 the first commercial scanning electron microscope was developed by Professor Sir Charles Oatley and his postgraduate student Gary Stewart and marketed by the Cambridge Instrument Company as the ""Stereoscan"".<br/>",6,When was the first commerical scanning election microscope developed?,,
3D5G8J4N5A4SBY76I2ODTUTBDX8TVA,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:44 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:44 PST 2016,,,39OWYR0EPKR2J7I4IWB979EMD0NFYN,A2MURT2BUKP1KN,Approved,Tue Mar 01 15:57:05 PST 2016,Tue Mar 01 15:58:20 PST 2016,Wed Mar 02 15:58:20 PST 2016,Wed Mar 02 08:21:55 PST 2016,,,75,100% (2/2),100% (2/2),100% (2/2),Telescope-History,7,"Category: Science<br/>Title: Telescope<br/>Section: History<br/><br/>1. The earliest recorded working telescopes were the refracting telescopes that appeared in the Netherlands in 1608.<br/>2. Their development is credited to three individuals: Hans Lippershey and Zacharias Janssen, who were spectacle makers in Middelburg, and Jacob Metius of Alkmaar.<br/>3. Galileo heard about the Dutch telescope in June 1609, built his own within a month, and greatly improved upon the design in the following year.The idea that the objective, or light-gathering element, could be a mirror instead of a lens was being investigated soon after the invention of the refracting telescope.<br/>4. The potential advantages of using parabolic mirrors—reduction of spherical aberration and no chromatic aberration—led to many proposed designs and several attempts to build reflecting telescopes.<br/>5. In 1668, Isaac Newton built the first practical reflecting telescope, of a design which now bears his name, the Newtonian reflector.The invention of the achromatic lens in 1733 partially corrected color aberrations present in the simple lens and enabled the construction of shorter, more functional refracting telescopes.<br/>6. Reflecting telescopes, though not limited by the color problems seen in refractors, were hampered by the use of fast tarnishing speculum metal mirrors employed during the 18th and early 19th century—a problem alleviated by the introduction of silver coated glass mirrors in 1857, and aluminized mirrors in 1932.<br/>7. <strike>The maximum physical size limit for refracting telescopes is about 1 meter (40 inches), dictating that the vast majority of large optical researching telescopes built since the turn of the 20th century have been reflectors.</strike><br/>8. The largest reflecting telescopes currently have objectives larger than 10 m (33 feet).The 20th century also saw the development of telescopes that worked in a wide range of wavelengths from radio to gamma-rays.<br/>9. The first purpose built radio telescope went into operation in 1937.<br/>10. Since then, a tremendous variety of complex astronomical instruments have been developed.<br/>",1,When was the first recorded use of a telescope?,,
3LXX8KJXPW9E1ZPVJKXI72YRNX99OP,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:44 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:44 PST 2016,,,33OOO72IVHLZZ9Z0HOY9RM141L3CTA,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:35:28 PST 2016,Tue Mar 01 14:46:14 PST 2016,Wed Mar 02 14:46:14 PST 2016,Wed Mar 02 08:21:55 PST 2016,,,646,100% (174/174),100% (174/174),100% (174/174),Black_hole-Entropy_and_thermodynamics,5,"Category: Science<br/>Title: Black hole<br/>Section: Entropy and thermodynamics<br/><br/>1. Open questions.Entropy and thermodynamics.In 1971, Hawking showed under general conditions that the total area of the event horizons of any collection of classical black holes can never decrease, even if they collide and merge.<br/>2. This result, now known as the second law of black hole mechanics, is remarkably similar to the second law of thermodynamics, which states that the total entropy of a system can never decrease.<br/>3. As with classical objects at absolute zero temperature, it was assumed that black holes had zero entropy.<br/>4. If this were the case, the second law of thermodynamics would be violated by entropy-laden matter entering a black hole, resulting in a decrease of the total entropy of the universe.<br/>5. <strike>Therefore, Bekenstein proposed that a black hole should have an entropy, and that it should be proportional to its horizon area.The link with the laws of thermodynamics was further strengthened by Hawking's discovery that quantum field theory predicts that a black hole radiates blackbody radiation at a constant temperature.</strike><br/>6. This seemingly causes a violation of the second law of black hole mechanics, since the radiation will carry away energy from the black hole causing it to shrink.<br/>7. The radiation, however also carries away entropy, and it can be proven under general assumptions that the sum of the entropy of the matter surrounding a black hole and one quarter of the area of the horizon as measured in Planck units is in fact always increasing.<br/>8. This allows the formulation of the first law of black hole mechanics as an analogue of the first law of thermodynamics, with the mass acting as energy, the surface gravity as temperature and the area as entropy.One puzzling feature is that the entropy of a black hole scales with its area rather than with its volume, since entropy is normally an extensive quantity that scales linearly with the volume of the system.<br/>9. This odd property led Gerard 't Hooft and Leonard Susskind to propose the holographic principle, which suggests that anything that happens in a volume of spacetime can be described by data on the boundary of that volume.Although general relativity can be used to perform a semi-classical calculation of black hole entropy, this situation is theoretically unsatisfying.<br/>10. In statistical mechanics, entropy is understood as counting the number of microscopic configurations of a system that have the same macroscopic qualities (such as mass, charge, pressure, etc.).<br/>11. Without a satisfactory theory of quantum gravity, one cannot perform such a computation for black holes.<br/>12. Some progress has been made in various approaches to quantum gravity.<br/>13. In 1995, Andrew Strominger and Cumrun Vafa showed that counting the microstates of a specific supersymmetric black hole in string theory reproduced the Bekenstein–Hawking entropy.<br/>14. Since then, similar results have been reported for different black holes both in string theory and in other approaches to quantum gravity like loop quantum gravity.<br/>",13,In what year did Strominger and Vafa show their black hle theory?,,
3TCFMTM8HEOI5NXVS9KSLJD5OGP213,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:44 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:44 PST 2016,,,34J10VATJFYDKWT8SU00XKOCUJZQIN,A5EU1AQJNC7F2,Approved,Tue Mar 01 16:08:26 PST 2016,Tue Mar 01 16:08:41 PST 2016,Wed Mar 02 16:08:41 PST 2016,Wed Mar 02 08:21:55 PST 2016,,,15,100% (158/158),100% (112/112),100% (27/27),Nebula-Diffuse_nebulae,1,"Category: Science<br/>Title: Nebula<br/>Section: Diffuse nebulae<br/><br/>1. <strike>Most nebulae can be described as diffuse nebulae, which means that they are extended and contain no well-defined boundaries.</strike><br/>2. In visible light these nebulae may be divided into emission and reflection nebulae.<br/>3. Emission nebulae emit spectral line radiation from ionized gas (mostly ionized hydrogen); they are often called HII regions (the term ""HII"" is used in professional astronomy to refer to ionized hydrogen).Reflection nebulae themselves do not emit significant amounts of visible light, but are near stars and reflect light from them.<br/>4. Similar nebulae not illuminated by stars do not exhibit visible radiation, but may be detected as opaque clouds blocking light from luminous objects behind them; they are called ""dark nebulae"".Although these nebulae have different visibility at optical wavelengths, they are all bright sources of infrared emission, chiefly from dust within the nebulae.<br/>",3,What does the term HII refer to?,,
33KMQD9OFJE32A93N1IWIKLQ2IB77L,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:44 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:44 PST 2016,,,3EWIJTFFVO7DGYMNFDGUXZZ2PMIE0S,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:34:58 PST 2016,Tue Mar 01 14:45:25 PST 2016,Wed Mar 02 14:45:25 PST 2016,Wed Mar 02 08:21:55 PST 2016,,,627,100% (174/174),100% (174/174),100% (174/174),Aurora-Solar_wind_and_the_magnetosphere,7,"Category: Science<br/>Title: Aurora<br/>Section: Solar wind and the magnetosphere<br/><br/>1. The Earth is constantly immersed in the solar wind, a rarefied flow of hot plasma (gas of free electrons and positive ions) emitted by the Sun in all directions, a result of the two-million-degree heat of the Sun's outermost layer, the corona.<br/>2. The solar wind usually reaches Earth with a velocity around 400 km/s, density around 5 ions/cm3 and magnetic field intensity around 2–5 nT (nanoteslas; Earth's surface field is typically 30,000–50,000 nT).<br/>3. These are typical values.<br/>4. During magnetic storms, in particular, flows can be several times faster; the interplanetary magnetic field (IMF) may also be much stronger.The IMF originates on the Sun, related to the field of sunspots, and its field lines (lines of force) are dragged out by the solar wind.<br/>5. That alone would tend to line them up in the Sun-Earth direction, but the rotation of the Sun skews them (at Earth) by about 45 degrees, so that field lines passing Earth may actually start near the western edge (""limb"") of the visible Sun.Earth's magnetosphere is formed by the impact of the solar wind on the Earth's magnetic field.<br/>6. It forms an obstacle to the solar wind, diverting it, at an average distance of about 70,000 km (11 Earth radii or Re), forming a bow shock 12,000 km to 15,000 km (1.9 to 2.4 Re) further upstream.<br/>7. <strike>The width of the magnetosphere abreast of Earth, is typically 190,000 km (30 Re), and on the night side a long ""magnetotail"" of stretched field lines extends to great distances (> 200 Re).The magnetosphere is full of trapped plasma as the solar wind passes the Earth.</strike><br/>8. The flow of plasma into the magnetosphere increases with increases in solar wind density and speed, with increase in the southward component of the IMF and with increases in turbulence in the solar wind flow.<br/>9. The flow pattern of magnetospheric plasma is from the magnetotail toward the Earth, around the Earth and back into the solar wind through the magnetopause on the day-side.<br/>10. In addition to moving perpendicular to the Earth's magnetic field, some magnetospheric plasma travel down along the Earth's magnetic field lines and lose energy to the atmosphere in the auroral zones.<br/>11. Magnetospheric electrons accelerated downward by field-aligned electric fields cause the bright aurora features.<br/>12. The un-accelerated electrons and ions cause the dim glow of the diffuse aurora.<br/>","2,3",Are these values typical?  400 km/s),,
3MG8450X2OAU6RPZWV5OSYQVANFUPI,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:44 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:44 PST 2016,,,3K772S5NP8BORYSJDLNF3RYJB3YHEB,A3A1URQY4UZHRL,Approved,Tue Mar 01 16:26:22 PST 2016,Tue Mar 01 16:28:35 PST 2016,Wed Mar 02 16:28:35 PST 2016,Wed Mar 02 08:21:56 PST 2016,,,133,100% (7/7),100% (7/7),100% (7/7),Taco-Soft-shell_tacos,1,"Category: Food<br/>Title: Taco<br/>Section: Soft-shell tacos<br/><br/>1. <strike>Traditionally, soft-shelled tacos referred to corn tortillas that were cooked to a softer state than a hard taco - usually by grilling or steaming.</strike><br/>2. More recently the term has come to include flour tortilla based tacos mostly from large manufacturers and restaurant chains.<br/>3. In this context, ""soft tacos"" are tacos made with wheat flour tortillas and filled with the same ingredients as a hard taco.<br/>",3,How are soft tacos made?,,
