HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.content,Answer.QuestionSentencesBox,Answer.QuestionTextBox,Approve,Reject
3NSCTNUR2ZN6Y8TI6BFJUR9KCOM5A3,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:53 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:53 PST 2016,,,3907X2AHF05O9ZER3E0JAZRL1ZKP25,A3LD1G3R5NOVYH,Approved,Thu Mar 03 16:52:06 PST 2016,Thu Mar 03 16:53:20 PST 2016,Fri Mar 04 16:53:20 PST 2016,2016-03-05 00:58:10 UTC,,,74,100% (76/76),100% (76/76),100% (49/49),We_Are_Young-Critical_reception,"Category: Music<br/>Title: We Are Young<br/>Section: Critical reception<br/><br/>1. <br/>2. ""We Are Young"" has received generally positive reviews from critics.<br/>3. Jody Rosen of ""Rolling Stone"" called the song ""rollickingly catchy,"" writing that ""Ruess' knack for the anthemic is matched by Gen-Y humor – emo self-deprecation that leavens the bombast.""<br/>4. In addition, fellow ""Rolling Stone"" columnist Steve Knopper compared the song's crossover success to that of Foster the People's ""Pumped Up Kicks"" (2011), writing that the song displays a ""sprightly pop-novelty feel"" that is the best track on the album.<br/>5. Al Shipley of ""The Village Voice"" agreed with this comparison, attributing the song's success to the changing music industry as a result of advertising and iTunes.<br/>6. MTV News called ""We Are Young"" the band's ""breakout anthem"" and one of the year's most unlikely sensations.RJ Cubarrubia of ""Billboard"" commended the band for taking their ""warm retro sound into soaring ballad territory,"" calling the track a ""bold statement.""<br/>7. He did however, criticize the small inclusion of Janelle Monáe in the track: ""Monáe's guest spot is a missed opportunity, as the budding R&B star is relegated to background harmonies instead of adding something soulful and special to an already powerful hook.""<br/>8. Bill Lamb of About.com praised the chorus stating : ""We Are Young"" carries a hook in the chorus that is likely to stop many listeners dead in their tracks the first time they hear it.<br/>9. The second time around this just might have become your new favorite song.<br/>10. However Luke Lewis of ""NME"" gave a highly negative review of the song, giving a 5 out of 10 stating: ""It's not clear what compelled Janelle Monáe to work with these New York-based Panic!<br/>11. at the Disco soundalikes.<br/>12. They're hardly natural bedfellows, and her input is limited to a brief vocal.<br/>13. It's a winning formula though – this stirring emo ballad went to Number One in the US.<br/>14. This year's Owl City then, if that concept doesn't chill your blood.<br/>15. ""The song won the Grammy Award for Song of the Year at the 2013 Grammy Awards, where it was also a nominee for Record of the Year and Best Pop Duo/Group Performance.<br/>",10,"What rating did Luke Lewis of ""NME"" give the song ""We Are Young""?",,
382GHPVPHSROI4QXJRHZ2RP06IY430,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:53 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:53 PST 2016,,,3DPNQGW4LLFQ27B9SWKYXEX2Q8Q64C,A3LD1G3R5NOVYH,Approved,Thu Mar 03 16:49:04 PST 2016,Thu Mar 03 16:50:48 PST 2016,Fri Mar 04 16:50:48 PST 2016,2016-03-05 00:53:12 UTC,,,104,100% (76/76),100% (76/76),100% (49/49),Moonrise_Kingdom-Plot,"Category: Movies<br/>Title: Moonrise Kingdom<br/>Section: Plot<br/><br/>1. In September 1965, on a New England island called New Penzance, 12-year-old orphan Sam Shakusky is attending a Khaki Scout summer camp, Camp Ivanhoe, led by Scoutmaster Randy Ward.<br/>2. Suzy Bishop, also 12, lives on the island with her parents, Walt and Lauraboth attorneysand her three younger brothers in a house called Summer's End.<br/>3. Sam and Suzy, both introverted, intelligent, and mature for their age, met in the summer of 1964 during a church performance of ""Noye's Fludde"" and have been pen pals since then.<br/>4. Having fallen in love over the course of their correspondence, they have made a secret pact to reunite and run away together.<br/>5. Sam brings camping equipment, and Suzy brings her binoculars, six books, her cat, and her brother's battery-powered record player.<br/>6. They hike, camp, and fish together in the wilderness with the goal of reaching a secluded cove on the island.<br/>7. They are confronted by a group of Khaki Scouts who try to capture them, and during the resulting altercation Suzy injures one of the Scouts with scissors and Camp Ivanhoe's dog is killed by a stray shot from a bow and arrow wielded by one of the Scouts.<br/>8. The Scouts flee, and Sam and Suzy hike to the cove, which they name Moonrise Kingdom.<br/>9. They set up camp, and go swimming.<br/>10. Later, while drying off, they begin dancing to Françoise Hardy in their underwear.<br/>11. As the romantic tension between them grows, they kiss repeatedly.Suzy's parents, Scoutmaster Ward, the Scouts from Camp Ivanhoe, and Island Police Captain Duffy Sharp find Sam and Suzy in their tent at the cove.<br/>12. Suzy's parents take her home and when Sharp contacts the foster parents he is told that they no longer wish to house Sam.<br/>13. He stays with Sharp while they await the arrival of ""Social Services""an otherwise nameless woman with plans to place Sam in a ""juvenile refuge"" and to explore the possibility of treating him with electroshock therapy.The Camp Ivanhoe Scouts have a change of heart and decide to help the couple.<br/>14. Together, they paddle to neighboring St. Jack Wood Island to seek out the help of Cousin Ben, an older relative of one of the Scouts.<br/>15. Ben works at Fort Lebanon, a larger Khaki Scout summer camp located on St. Jack Wood Island and run by Commander Pierce, who is Ward's boss and views Ward as incompetent.<br/>16. Ben decides that the best available option is to try to get Sam and Suzy aboard a crabbing boat anchored off the island so that Sam can work as a crewman and avoid Social Services, but before leaving he performs a ""wedding"" ceremony, which he admits is not legally binding.<br/>17. Sam and Suzy never make it onto the crabbing boat, and instead are pursued by Suzy's parents, Captain Sharp, Social Services, and the Scouts of Fort Lebanon under the command of Scoutmaster Ward, who displays great leadership after Commander Pierce is incapacitated.A violent hurricane and flash flood strike only three days after Sam and Suzy first ran away from home and, after many twists and turns, Sharp apprehends Sam and Suzy on the steeple of the church in which they first met.<br/>18. The steeple is destroyed by lightning, but everyone survives.<br/>19. During the storm, Sharp decides to become Sam's legal guardian, thus saving Sam from the orphanage, as well as allowing him to remain on New Penzance Island and maintain contact with Suzy.At Summer's End, Sam is painting a landscape of Moonrise Kingdom.<br/>20. Suzy and her brothers are called to dinner.<br/>21. Sam tells Suzy, ""See you tomorrow"", and slips out through the window to join Sharp in his patrol car.<br/>",2,"What was Suzy Bishop's house called in ""Moonrise Kingdom""?",,
3IZPORCT1F9ADIZU9O2EEE1KH10HR3,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:55 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:55 PST 2016,,,3RJSC4XJ10UDKFTU4CNRT5TPD1005B,A3LD1G3R5NOVYH,Approved,Thu Mar 03 16:54:11 PST 2016,Thu Mar 03 16:55:47 PST 2016,Fri Mar 04 16:55:47 PST 2016,2016-03-05 00:58:10 UTC,,,96,100% (76/76),100% (76/76),100% (49/49),Napoleonic_Wars-Abstract,"Category: Historical Events<br/>Title: Napoleonic Wars<br/>Section: Abstract<br/><br/>1. The Napoleonic Wars (1803–1815) were a series of wars between Napoleon's French Empire and opposing coalitions led by Great Britain.<br/>2. As a continuation of the wars sparked by the French Revolution of 1789, they revolutionized European armies and played out on an unprecedented scale, mainly owing to the application of modern mass conscription.<br/>3. French power rose quickly as Napoleon's armies conquered much of Europe but collapsed rapidly after France's disastrous invasion of Russia in 1812.<br/>4. Napoleon was defeated in 1814; he returned and was finally defeated in 1815 at Waterloo, and all France's gains were taken away by the victors.Before a final victory against Napoleon, five of seven coalitions saw defeat at the hands of France.<br/>5. France defeated the first and second coalitions during the French Revolutionary Wars, the third (notably at Austerlitz), the fourth (notably at Jena, Eylau, and Friedland) and the fifth coalition (notably at Wagram) under the leadership of Napoleon.<br/>6. These great victories gave the French Army a sense of invulnerability, especially when it approached Moscow.<br/>7. But after the retreat from Russia, in spite of incomplete victories, France was defeated by the sixth coalition at Leipzig, in the Peninsular War at Vitoria and at the hands of the seventh coalition at Waterloo.The wars resulted in the dissolution of the Holy Roman Empire and sowed the seeds of nascent nationalism in Germany and Italy that would lead to the two nations' respective consolidations later in the century.<br/>8. Meanwhile, the global Spanish Empire began to unravel as French occupation of Spain weakened Spain's hold over its colonies, providing an opening for nationalist revolutions in Spanish America.<br/>9. As a direct result of the Napoleonic wars, the British Empire became the foremost world power for the next century, thus beginning ""Pax Britannica"".No consensus exists about when the French Revolutionary Wars ended and the Napoleonic Wars began.<br/>10. An early candidate is 9 November 1799, the date of Bonaparte's coup seizing power in France.<br/>11. However, the most common date is 18 May 1803, when renewed war broke out between Britain and France, ending the one-year-old Peace of Amiens, the only period of general peace in Europe between 1792 and 1814.<br/>12. Most actual fighting ceased following Napoleon's final defeat at Waterloo on 18 June 1815, although skirmishing continued as late as 3 July 1815 at the Battle of Issy.<br/>13. The Second Treaty of Paris officially ended the wars on 20 November 1815.<br/>",9,"As a result of the Napoleonic Wars, the British Empire rose in power, beginning the historical period known as what?",,
36D1BWBEHN1F1CJKLV3Q5B18MVK2MJ,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:54 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:54 PST 2016,,,34YB12FSQYO83QPLADTGVZRR6DBGMG,A3LD1G3R5NOVYH,Approved,Thu Mar 03 16:29:57 PST 2016,Thu Mar 03 16:31:08 PST 2016,Fri Mar 04 16:31:08 PST 2016,2016-03-05 00:33:10 UTC,,,71,100% (76/76),100% (76/76),100% (49/49),Doughnut-Germany,"Category: Food<br/>Title: Doughnut<br/>Section: Germany<br/><br/>1. In parts of Germany, the doughnut equivalents are called ""Berliner"" (sg.<br/>2. and pl.<br/>3. ), but not in the capital city of Berlin itself and neighboring areas, where they are called ""Pfannkuchen"" (which is often found misleading by people in the rest of Germany, who use the word Pfannkuchen to describe a pancake, which is also the literal translation of it).<br/>4. In middle Germany, they are called ""Kreppel"" or ""Pfannkuchen"".<br/>5. In southern Germany, they are also called ""Krapfen"" and are especially popular during Carnival season (""Karneval""/""Fasching"") in southern and middle Germany and on New Year's Eve in northern Germany.<br/>6. ""Berliner"" do not have the typical ring shape, but instead are solid and usually filled with jam, while a ring-shaped variant called ""Kameruner"" is common in Berlin and eastern Germany.<br/>7. ""Bismarcks"" and ""Berlin doughnuts"" are also found in Australia, Canada, Denmark, Finland, Switzerland and the U.S. Today, American style doughnuts are also available in Germany, but are less popular than their native counterparts.<br/>",6,"In Berlin, what distinguishes a ""Berliner"" from a ""Kameruner""?",,
3EPG8DX9LKQDLCZKVUXGKMYFBALP52,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:54 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:54 PST 2016,,,3PJUZCGDJ6GE3R0926DNY049IVU98X,A3LD1G3R5NOVYH,Approved,Thu Mar 03 16:50:49 PST 2016,Thu Mar 03 16:52:06 PST 2016,Fri Mar 04 16:52:06 PST 2016,2016-03-05 00:53:12 UTC,,,77,100% (76/76),100% (76/76),100% (49/49),Electrochemistry-Neutral_medium,"Category: Science<br/>Title: Electrochemistry<br/>Section: Neutral medium<br/><br/>1. The same procedure as used on acid medium is applied, for example on balancing using electron ion method to complete combustion of propane.<br/>2. •&nbsp;&nbsp;&nbsp;&nbsp;""Unbalanced reaction"": C3H8 + O2 → CO2 + H2O<br/>3. •&nbsp;&nbsp;&nbsp;&nbsp;""Reduction"": 4 H+ + O2 + 4 e– → 2 H2O<br/>4. •&nbsp;&nbsp;&nbsp;&nbsp;""Oxidation"": 6 H2O + C3H8 → 3 CO2 + 20 e– + 20 H+<br/><br/>5. As in acid and basic medium, electrons which were used to compensate oxidation changes are multiplied to opposite half reactions, thus solving the equation.</br>6. •&nbsp;&nbsp;&nbsp;&nbsp;20 H+ + 5 O2 + 20 e– → 10 H2O<br/>7. •&nbsp;&nbsp;&nbsp;&nbsp;6 H2O + C3H8 → 3 CO2 + 20 e– + 20 H+<br/><br/>8. Equation balanced:</br>9. •&nbsp;&nbsp;&nbsp;&nbsp;C3H8 + 5 O2 → 3 CO2 + 4 H2O<br/>",1,"In Electrochemistry, what procedure is used on a Neutral medium?",,
302OLP89DZ7RXT2XLL2R8XFU458ACG,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:55 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:55 PST 2016,,,39GHHAVOMFR2Q2QGCFEN6I27CE94JF,A3LD1G3R5NOVYH,Approved,Thu Mar 03 16:46:22 PST 2016,Thu Mar 03 16:47:55 PST 2016,Fri Mar 04 16:47:55 PST 2016,2016-03-05 00:48:11 UTC,,,93,100% (76/76),100% (76/76),100% (49/49),Nanking_Massacre-Apology_and_condolences_by_the_Prime_Minister_and_Emperor_of_Japan,"Category: Historical Events<br/>Title: Nanking Massacre<br/>Section: Apology and condolences by the Prime Minister and Emperor of Japan<br/><br/>1. On August 15, 1995, the fiftieth anniversary of the Surrender of Japan, the Japanese prime minister Tomiichi Murayama gave the first clear and formal apology for Japanese actions during the war.<br/>2. He apologized for Japan's wrongful aggression and the great suffering that it inflicted in Asia.<br/>3. He offered his heartfelt apology to all survivors and to the relatives and friends of the victims.<br/>4. That day, the prime minister and the Japanese Emperor Akihito pronounced statements of mourning at Tokyo's Nippon Budokan.<br/>5. The emperor offered his condolences and expressed the hope that such atrocities would never be repeated.<br/>6. Iris Chang, author of ""The Rape of Nanking"", criticized Murayama for not providing the written apology that had been expected.<br/>7. She said that the people of China ""don't believe that an... unequivocal and sincere apology has ever been made by Japan to China"" and that a written apology from Japan would send a better message to the international community.<br/>",6,"What did Iris Chang, the author of ""The Rape of Nanking"", criticize Murayama for not doing?",,
3538U0YQ1FUYGKNM38DITVMRV87F3Z,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:59 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:59 PST 2016,,,339ANSOTR52R9TVDFPG31YC3WLCKIB,A3LD1G3R5NOVYH,Approved,Thu Mar 03 17:01:56 PST 2016,Thu Mar 03 17:02:26 PST 2016,Fri Mar 04 17:02:26 PST 2016,2016-03-05 01:03:10 UTC,,,30,100% (76/76),100% (76/76),100% (49/49),Grey's_Anatomy-Conception,"Category: Tv<br/>Title: Grey's Anatomy<br/>Section: Conception<br/><br/>1. Production.Conception.Shonda Rhimes, the series' creator, wanted to make a show that she would enjoy watching, and thought it would be interesting to create a show about ""smart women competing against one another"".<br/>2. When asked how she decided to develop a medical drama, Rhimes responded: The series was pitched to the American Broadcasting Company (ABC), who gave the green light, and the show was picked up as a mid-season replacement for ""Boston Legal"" in the 2005 television season.<br/>3. Francie Calfo, executive vice president of development at ABC Entertainment, commented that ABC was looking for a medical show that was unlike the others airing at the time.<br/>4. She pointed out that “shows are hard, and it was hard trying to figure out where ours could be different.<br/>5. But where everybody else is speeding up their medical shows, [Rhimes found a way to slow it down, so you get to know the characters.<br/>6. There's definitely a strong female appeal to it.<br/>7. ""Rhimes initially conceived ""Grey's Anatomy"" as a statement against racism.<br/>8. She endeavored to create a show that featured a racially diverse cast that allowed viewers to relate to characters regardless of race.<br/>9. While creating characters, as well as writing the first script, the series' writers had no character descriptions in mind, and hoped to cast the best actor available for each part.<br/>10. Rhimes has explained that if the network did not allow her to create characters this way, she would have been hesitant about moving forward with the series.<br/>11. Female roles in particular were developed as multi-faceted characters.<br/>12. Rhimes offered her insight on this: ""I wanted to create a world in which you felt as if you were watching very real women.<br/>13. Most of the women I saw on TV didn't seem like people I actually knew.<br/>14. They felt like ideas of what women are.<br/>15. They never got to be nasty or competitive or hungry or angry.<br/>16. They were often just the loving wife or the nice friend.<br/>17. But who gets to be the bitch?<br/>18. Who gets to be the three-dimensional woman?<br/>19. ""The series debuted on March 25, 2005 and was scheduled to run in the ""Boston Legal"" time slot for four weeks.<br/>20. However, high ratings and viewership led to it holding onto the slot for the remainder of the season.<br/>21. ABC Entertainment President, Steve McPherson, commented on the scheduling change: ""Ultimately we decided that, without having adequate lead time or marketing dollars to devote to moving either show so late in the season, we'd continue to let [""Grey's Anatomy""] build on its tremendous momentum through May.""<br/>22. The show's title, ""Grey's Anatomy"", was devised as a play on words: a reference to both Henry Gray's medical textbook, ""Gray's Anatomy"", and the title character Dr. Meredith Grey (Ellen Pompeo).<br/>23. Prior to broadcast, it was announced that the show's title would change from ""Grey's Anatomy"" to ""Complications"", although ultimately this did not come to pass.<br/>24. The show was renewed for a tenth season on May 10, 2013.<br/>",23,What was the proposed alternate title of Grey's Anatomy?,,
3D3B8GE892RWMZ1WYKAXW23HX64P9T,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:59 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:59 PST 2016,,,3MX2NQ3YC9ULH5Z57OCY2JG0N8M5XC,A3LD1G3R5NOVYH,Approved,Thu Mar 03 17:03:11 PST 2016,Thu Mar 03 17:04:04 PST 2016,Fri Mar 04 17:04:04 PST 2016,2016-03-05 01:08:08 UTC,,,53,100% (76/76),100% (76/76),100% (49/49),Equestrianism-Health_issues,"Category: Sport<br/>Title: Equestrianism<br/>Section: Health issues<br/><br/>1. Handling, riding, and driving horses has a number of health risks.Riding has some inherent risks, as when mounted, the rider's head may be up to from the ground, and the horse may travel at a speed of up to .<br/>2. The injuries observed range from very minor injuries to fatalities.A recent study in Germany reported that the relative risk of injury from riding a horse, compared to riding a bicycle, was 9 times higher for adolescents and 5.6 times higher for younger children, but that riding a horse was less risky than riding a moped.<br/>3. In Victoria, Australia, a search of state records found that equestrian sports had the third highest incidence of serious injury, after motor sports and power boating.<br/>4. In Greece, an analysis of a national registry estimated the incidence of equestrian injury to be 21 per 100,000 person-years for farming and equestrian sports combined, and 160 times higher for horse racing personnel.<br/>5. Other findings were that use of spurs may contribute to ankle fractures and dislocations, and helmets likely prevent traumatic brain injuries.In the United States each year an estimated 30 million people ride horses, resulting in 50,000 emergency room visits (1 visit per 600 riders per year).<br/>6. A survey of 679 equestrians in Oregon, Washington, and Idaho estimated that at some time in their equestrian career one in five will be seriously injured, resulting in hospitalization, surgery, or long-term disability.<br/>7. Among survey respondents, novice equestrians had an incidence of any injury that was threefold over intermediates, fivefold over advanced equestrians, and nearly eightfold over professionals.<br/>8. Approximately 100 hours of experience are required to achieve a substantial decline in the risk of injury.<br/>9. The survey authors conclude that efforts to prevent equestrian injury should focus on novice equestrians.<br/>",8,How many hours of equestrian experience has shown a significant decline in risk of injury?,,
3DA79LNS59V8ZP5NYSI7AZ1SMHF3TV,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:48 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:48 PST 2016,,,3IHR8NYAM71YCDTE7SJ73EOJLD9P4U,A3O614MVAAV6G3,Approved,Thu Mar 03 16:06:53 PST 2016,Thu Mar 03 16:07:54 PST 2016,Fri Mar 04 16:07:54 PST 2016,2016-03-05 00:08:10 UTC,,,61,100% (12/12),100% (12/12),100% (12/12),Glad_You_Came-Background,"Category: Music<br/>Title: Glad You Came<br/>Section: Background<br/><br/>1. The song was written and produced by Steve Mac.<br/>2. It serves as the second single from The Wanted's second album, ""Battleground"" which was released on 7 November 2011.<br/>3. Band member Tom Parker said of the song, ""We all felt it was a new, refreshing sound and a perfect song for the summer which really gets you in the mood for a party.""<br/>4. The song premiered on the radio on 24 May 2011.<br/>5. The song was also remixed by Alex Gaudino.<br/>6. The American television series ""Glee"" covered the track in the episode ""On My Way"", which was aired during the third season.<br/>7. It was performed at the Regionals competition between New Directions and the Dalton Academy Warblers.<br/>8. Sebastian (Grant Gustin) leads the performance.<br/>",4,"The song ""Glad You Came"" premiered on the radio in what year?",,
3E6L1VR4XWMXD3A4MABG0YYB5Z96FW,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:33 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:33 PST 2016,,,3WEV0KO0OMS8P1SZSKOU1NN0LA8SDP,A3O614MVAAV6G3,Approved,Thu Mar 03 16:03:31 PST 2016,Thu Mar 03 16:05:00 PST 2016,Fri Mar 04 16:05:00 PST 2016,2016-03-05 00:08:10 UTC,,,89,100% (12/12),100% (12/12),100% (12/12),Grand_Central_Terminal-Abstract,"Category: Travel<br/>Title: Grand Central Terminal<br/>Section: Abstract<br/><br/>1. Grand Central Terminal (GCT) is a commuter (and former intercity) railroad terminal at 42nd Street and Park Avenue in Midtown Manhattan in New York City, United States.<br/>2. Built by and named for the New York Central Railroad in the heyday of American long-distance passenger rail travel, it is the largest such facility in the world by number of platforms with 44 serving 67 tracks along them.<br/>3. They are on two levels, both below ground, with 41 tracks on the upper level and 26 on the lower, though the total number of tracks along platforms and in rail yards exceeds 100.<br/>4. The terminal covers an area of .The terminal serves commuters traveling on the Metro-North Railroad to Westchester, Putnam, and Dutchess counties in New York State, and Fairfield and New Haven counties in Connecticut.<br/>5. Until 1991 the terminal served Amtrak, which moved to nearby Pennsylvania Station upon completion of the Empire Connection.Although the terminal has been properly called “Grand Central Terminal” since 1913, many people continue to refer to it wrongly as “Grand Central Station,” the name of the previous rail station on the same site, and of the U.S. Post Office station next door, which is not part of the terminal.<br/>6. It is also sometimes used to refer to the Grand Central – 42nd Street subway station, which serves the terminal.It has been described as ""the world's loveliest station"".<br/>7. According to the travel magazine ""Travel + Leisure"" in its October 2011 survey, Grand Central Terminal is ""the world's number six most visited tourist attraction"", bringing in approximately 21,600,000 visitors annually.<br/>8. The enduring appeal of the station is thought to be related to its monumental spaces and meticulously crafted detail.<br/>",5,In what year did Grand Central Station become Grand Central Terminal?,,
3IKDQS3DQE063BLVX9U4PV3DHDCCIL,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:54 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:54 PST 2016,,,39U1BHVTDLRBM93HOVN8YJXAWFM3TE,A3O614MVAAV6G3,Approved,Thu Mar 03 14:53:43 PST 2016,Thu Mar 03 14:55:57 PST 2016,Fri Mar 04 14:55:57 PST 2016,2016-03-04 22:58:13 UTC,,,134,100% (12/12),100% (12/12),100% (12/12),Dancing_with_the_Stars_(U.S._TV_series)-Abstract,"Category: Tv<br/>Title: Dancing with the Stars (U.S. TV series)<br/>Section: Abstract<br/><br/>1. Dancing with the Stars (U.S. TV series)Dancing with the Stars is an American dance competition show airing since 2005 on ABC in the United States, and CTV/CTV Two in Canada.<br/>2. The show is the American version of the British television series ""Strictly Come Dancing"".<br/>3. Tom Bergeron is the Emmy-winning host, alongside Erin Andrews, who is the new co-host for season eighteen.<br/>4. Lisa Canning was co-host in season one, Samantha Harris co-hosted seasons two through nine and Brooke Burke-Charvet in seasons ten through seventeen.The contestant pairs consist of a celebrity paired with a professional dancer.<br/>5. Past celebrity contestants include professional and Olympic athletes, supermodels, actors, singers, astronauts, and teen-heartthrobs.<br/>6. Each couple performs predetermined dances and competes against the others for judges' points and audience votes.<br/>7. The couple receiving the lowest combined total of judges' points and audience votes is eliminated each week until only the champion dance pair remains.In 2012, GSN picked up rerun rights to seasons four to thirteen, but due to low ratings the network stopped airing the show after airing for three months from January 2012 to April 2012 in two different seasons aired mostly on weekends.<br/>",3,Who is the host of Dancing with the Stars (U.S. TV series)?,,
371Q3BEXDH985IZ1UZ8Q4VALZT0ZSZ,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:54 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:54 PST 2016,,,3CN4LGXD5XOSLRLFYFFQG5HVPH04YP,A3O614MVAAV6G3,Approved,Thu Mar 03 14:58:03 PST 2016,Thu Mar 03 14:59:51 PST 2016,Fri Mar 04 14:59:51 PST 2016,2016-03-04 23:03:11 UTC,,,108,100% (12/12),100% (12/12),100% (12/12),Doughnut-South_Africa,"Category: Food<br/>Title: Doughnut<br/>Section: South Africa<br/><br/>1. Regional variations.Africa.South Africa.In South Africa, an Afrikaans variation known as the ""koeksister"" is popular.<br/>2. Another variation, similar in name, is the Cape Malay ""koesister"" being soaked in a spiced syrup and coated in coconut.<br/>3. It has a texture similar to more traditional doughnuts as opposed to the Afrikaans variety.<br/>4. A further variation is the ""vetkoek"", which is also dough deep fried in oil.<br/>5. It is served with mince, syrup, honey or jam.<br/>","4, 5",What is a vetkoek served with?,,
